,Year,Order,Country,Artist,Song,Language,Place,Points,SF,SF_Order,SF_Place,SF_Points
1636,2022,,Croatia,Mia Dimšić,Guilty Pleasure,"English, Croatian",,,1,11,11,75
1637,2022,,Denmark,Reddi,The Show,English,,,1,12,13,55
1638,2022,,Austria,Lumix feat. Pia Maria,Halo,English,,,1,13,15,42
1639,2022,,Israel,Michael Ben David,I.M,English,,,2,2,13,61
1640,2022,,Georgia,Circus Mircus,Lock Me In,English,,,2,5,18,22
1641,2022,,Malta,Emma Muscat,I Am What I Am,English,,,2,6,16,47
1642,2022,,San Marino,Achille Lauro,Stripper,"Italian, English",,,2,7,14,50
1643,2022,,Cyprus,Andromache,Ela (Έλα),"English, Greek",,,2,9,12,63
1644,2022,,Ireland,Brooke,That's Rich,English,,,2,10,15,47
1645,2022,,Macedonia,Andrea,Circles,English,,,2,11,11,76
1646,2022,,Montenegro,Vladana,Breathe,"English, Italian",,,2,15,17,33
